"ID","Time","PopBio","PopBio_units","ln_PopBio"
1,669.879518072289,0.28327571154182,"OD_595",-1.26133460987745
1,646.987951807229,0.283342063907805,"OD_595",-1.26110040484837
1,622.89156626506,0.285151038938362,"OD_595",-1.25473627790609
1,597.590361445783,0.28174611489436,"OD_595",-1.26674891535214
1,574.698795180723,0.273116815086433,"OD_595",-1.29785568122825
1,550.602409638554,0.257534485769164,"OD_595",-1.3566016425284
1,526.506024096385,0.257604330364938,"OD_595",-1.35633047447034
1,502.409638554217,0.245500261917235,"OD_595",-1.40445726487548
1,479.518072289157,0.247305744718002,"OD_595",-1.39712987497123
1,454.21686746988,0.250857342413131,"OD_595",-1.38287085834617
1,431.325301204819,0.235271520866073,"OD_595",-1.4470150238673
1,384.33734939759,0.21975554391479,"OD_595",-1.5152395144539
1,406.024096385542,0.228388335952506,"OD_595",-1.47670787101349
1,359.036144578313,0.221568011175135,"OD_595",-1.50702568843186
1,310.843373493976,0.19214248297538,"OD_595",-1.64951808334344
1,334.939759036145,0.197290029683953,"OD_595",-1.62308040101679
1,261.44578313253,0.159242186135848,"OD_595",-1.83732905238455
1,286.746987951807,0.173081892788546,"OD_595",-1.75399042776807
1,215.66265060241,0.140244456085211,"OD_595",-1.96436826416481
1,238.55421686747,0.152352016762703,"OD_595",-1.88156153594389
1,190.361445783133,0.119448227693382,"OD_595",-2.12487224254616
1,166.265060240964,0.103865898376113,"OD_595",-2.26465465057338
1,142.168674698795,0.0848053081892789,"OD_595",-2.46739714157168
1,119.277108433735,0.0622629649030908,"OD_595",-2.77638849378723
1,95.1807228915663,0.044941505151039,"OD_595",-3.10239352032834
1,71.0843373493976,0.0328374367033352,"OD_595",-3.41618605154492
1,46.9879518072289,0.0189942378208487,"OD_595",-3.96361961839904
1,22.8915662650602,0.00862929980792748,"OD_595",-4.75259191183338
1,0,0.00521739130434795,"OD_595",-5.25575775212922
2,669.879518072289,0.566753972411385,"OD_595",-0.567829980512075
2,645.78313253012,0.563345556137594,"OD_595",-0.573862062682841
2,621.686746987951,0.556458878994238,"OD_595",-0.586162003190343
2,598.795180722892,0.553046970490658,"OD_595",-0.592312343470669
